title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
The Other Side of Heaven,2001,Excel Entertainment,4720371,-2279629,6850026.75450791,-3308112.781887719,835463.8938053097,4720371,-2279629,6850026.75450791,-3308112.781887719,835463.8938053097,7000000,10158139.53639563
Othello,1995,Sony Pictures,2844379,-8155621,4797006.745531069,-13754344.60421584,653880.2298850575,2844379,-8155621,4797006.745531069,-13754344.60421584,653880.2298850575,11000000,18551351.34974691
Outbreak,1995,Warner Bros.,67823573,17823573,114383539.3198371,30059215.002805687,15591625.977011496,67823573,17823573,114383539.3198371,30059215.002805687,15591625.977011496,50000000,84324324.3170314
The Outsiders,1983,Warner Bros.,25697647,15697647,66261701.32470533,40476577.369696796,8157983.174603174,25697647,15697647,66261701.32470533,40476577.369696796,8157983.174603174,10000000,25785123.95500854
Police Academy,1984,Warner Bros.,81198894,76698894,201063927.92340422,189921070.78479198,24166337.5,81198894,76698894,201063927.92340422,189921070.78479198,24166337.5,4500000,11142857.138612244
Police Academy 7: Mission to Moscow,1994,Warner Bros.,126247,-9873753,218828.13330415625,-17114505.197718065,29916.350710900475,126247,-9873753,218828.13330415625,-17114505.197718065,29916.350710900475,10000000,17333333.33102222
Paa,2009,Reliance Big Pictures,199228,-4100772,239073.60009562943,-4920926.40196837,26563.733333333334,9791282,5491282,11749538.404699815,6589538.402635816,1305504.2666666666,4300000,5160000.002064
Pale Rider,1985,Warner Bros.,41410568,34510568,98626696.27522849,82193108.49398685,11664948.732394367,41410568,34510568,98626696.27522849,82193108.49398685,11664948.732394367,6900000,16433587.781241653
Patriot Games,1992,Paramount Pictures,83287363,38287363,152856807.35226896,70268572.07758386,20069244.096385542,178100000,133100000,326865882.27603155,244277647.0013464,42915662.65060241,45000000,82588235.27468511
The Pallbearer,1996,Miramax,5656388,-2343612,9288384.504872069,-3848457.5998379597,1279725.7918552037,5656388,-2343612,9288384.504872069,-3848457.5998379597,1279725.7918552037,8000000,13136842.104710028
Pocahontas,1995,Walt Disney Pictures,141579773,86579773,238772373.90367374,146015617.15493917,32547074.252873566,347100000,292100000,585379459.408832,492622702.6600975,79793103.44827586,55000000,92756756.74873455
PCU,1994,20th Century Fox,4333569,-4666431,7511519.598998464,-8088480.398921536,1026912.0853080569,4333569,-4666431,7511519.598998464,-8088480.398921536,1026912.0853080569,9000000,15599999.997919999
Poltergeist,1982,MGM,74706019,64006019,199216050.66666666,170682717.33333334,25410210.544217687,121706019,111006019,324549384,296016050.6666667,41396605.10204082,10700000,28533333.333333332
Poltergeist III,1988,MGM,14114000,4614000,30580333.302753,9996999.990003001,3537343.35839599,14114000,4614000,30580333.302753,9996999.990003001,3537343.35839599,9500000,20583333.31275
Phantasm II,1988,Universal,7000000,4000000,15166666.6515,8666666.658,1754385.9649122807,7000000,4000000,15166666.6515,8666666.658,1754385.9649122807,3000000,6499999.9935
Phenomenon,1996,Walt Disney Pictures,104636382,72636382,171823953.59276533,119276585.1739252,23673389.592760183,142836382,110836382,234552374.64275572,182005006.22391558,32315923.529411767,32000000,52547368.41884011
Philadelphia,1993,Sony/TriStar,77324422,51324422,137858398.0547916,91504112.34898211,18366846.080760095,201324422,175324422,358932683.7286523,312578398.0228428,47820527.79097387,26000000,46354285.705809504
The Phantom,1996,Paramount Pictures,17220599,-27779401,28278036.251440927,-45616700.58755299,3896063.122171946,17220599,-27779401,28278036.251440927,-45616700.58755299,3896063.122171946,45000000,73894736.8389939
The Player,1992,Fine Line,21706101,13706101,39837079.47297951,25154726.53525771,5230385.78313253,28876702,20876702,52997241.305177115,38314888.36745532,6958241.445783132,8000000,14682352.937721798
Apollo 13,1995,Universal,172070496,107070496,290194566.2019291,180572944.5897883,39556435.862068966,334100000,269100000,563455135.0864038,453833513.474263,76804597.70114943,65000000,109621621.61214082
Platoon,1986,Orion Pictures,137963328,131963328,323643295.9735384,309568107.9943007,37186880.862533696,137963328,131963328,323643295.9735384,309568107.9943007,37186880.862533696,6000000,14075187.979237719
Panic,2000,Roxie Releasing,779137,-220863,1163113.6074328967,-329709.35878857237,144552.31910946197,889279,-110721,1327536.114578462,-165286.85164300728,164986.82745825604,1000000,1492822.9662214692
The Adventures of Pinocchio,1996,New Line,15382170,-9617830,25259142.31472593,-15793489.262492906,3480128.959276018,36682170,11682170,60235984.41851638,19183352.841297545,8299133.484162896,25000000,41052631.57721884
The Pursuit of D.B. Cooper,1981,Universal,2104164,-9895836,5968174.247166621,-28068189.34711569,756893.5251798562,2104164,-9895836,5968174.247166621,-28068189.34711569,756893.5251798562,12000000,34036363.594282314
Poetic Justice,1993,Sony/Columbia,27450453,13450453,48940236.196765214,23980236.201329328,6520297.624703088,27450453,13450453,48940236.196765214,23980236.201329328,6520297.624703088,14000000,24959999.995435886
Porky's,1982,20th Century Fox,109492484,105492484,291979957.3333333,281313290.6666667,37242341.49659864,109492484,105492484,291979957.3333333,281313290.6666667,37242341.49659864,4000000,10666666.666666666
Popeye,1980,Paramount Pictures,49823037,29823037,155447875.20371923,93047875.29856724,18521575.092936803,49823037,29823037,155447875.20371923,93047875.29856724,18521575.092936803,20000000,62399999.905152
Predator 2,1990,20th Century Fox,28317513,-6682487,55566440.561836645,-13112804.669348827,6889905.839416058,54768418,19768418,107470103.1641735,38790857.93298803,13325649.14841849,35000000,68679245.23118547
Predator,1987,20th Century Fox,59735548,41735548,135054282.52873343,94358630.32651035,15277633.759590792,98267558,80267558,222170131.28498793,181474479.08276486,25132367.77493606,18000000,40695652.20222306
The Princess Bride,1987,20th Century Fox,30857000,15857000,69763652.22244428,35850608.72059173,7891815.856777493,30857000,15857000,69763652.22244428,35850608.72059173,7891815.856777493,15000000,33913043.50185256
Prison,1988,Empire Pictures,354704,-3645296,768525.3325648081,-7898141.325435192,88898.24561403508,354704,-3645296,768525.3325648081,-7898141.325435192,88898.24561403508,4000000,8666666.658
LÈon,1994,Sony Pictures,19284974,3284974,33427288.262209695,5693954.932574139,4569899.0521327015,45284974,29284974,78493954.92286748,50760621.59323192,10731036.492890995,16000000,27733333.329635557
The Prince of Tides,1991,Sony/Columbia,74787599,44787599,141416550.79522428,84689278.08445403,18064637.43961353,74787599,44787599,141416550.79522428,84689278.08445403,18064637.43961353,30000000,56727272.71077025
Pretty Woman,1990,Walt Disney Pictures,178406268,164406268,350080223.73578846,322608525.6433143,43407851.094890505,463400000,449400000,909313206.8608956,881841508.7684214,112749391.72749391,14000000,27471698.09247419
Peggy Sue Got Married,1986,Sony/TriStar,41382841,23382841,97078544.3649843,54852980.42727114,11154404.582210243,41382841,23382841,97078544.3649843,54852980.42727114,11154404.582210243,18000000,42225563.93771315
Pet Sematary,1989,Paramount Pictures,57469179,45969179,119535892.26262277,95615892.27410437,14085583.088235294,57469179,45969179,119535892.26262277,95615892.27410437,14085583.088235294,11500000,23919999.9885184
Pulp Fiction,1994,Miramax,107928762,99928762,187076520.77505645,173209854.11023867,25575536.018957347,212928762,204928762,369076520.7507898,355209854.085972,50457052.60663507,8000000,13866666.664817778
The Perez Family,1995,Goldwyn Entertainment,2794056,-8205944,4712137.68607895,-13839213.663667958,642311.7241379311,2794056,-8205944,4712137.68607895,-13839213.663667958,642311.7241379311,11000000,18551351.34974691
Q,1982,United Film Distribution Co.,255000,-945000,680000,-2520000,86734.69387755102,255000,-945000,680000,-2520000,86734.69387755102,1200000,3200000
The Quick and the Dead,1995,Sony Pictures,18552460,-13447540,31288473.07837505,-22679094.48452505,4264933.333333334,18552460,-13447540,31288473.07837505,-22679094.48452505,4264933.333333334,32000000,53967567.562900096
Quigley Down Under,1990,MGM,21413105,1413105,42018168.270174965,2772885.280926124,5210001.216545012,21413105,1413105,42018168.270174965,2772885.280926124,5210001.216545012,20000000,39245282.98924884
La Guerre du feu,1982,20th Century Fox,20959585,8459585,55892226.666666664,22558893.333333332,7129110.544217687,20959585,8459585,55892226.666666664,22558893.333333332,7129110.544217687,12500000,33333333.333333332
Rang De Basanti,2006,UTV Communications,2197694,-3102306,2798696.033566921,-3950691.7237390014,335525.80152671755,29197694,23897694,37182369.514181994,30432981.756876074,4457663.20610687,5300000,6749387.757305922
Ransom,1996,Walt Disney Pictures,136492681,66492681,224135349.8431943,109187981.42698157,30880697.05882353,308700000,238700000,506917894.7154982,391970526.2992855,69841628.95927602,70000000,114947368.41621275
Robin Hood: Prince of Thieves,1991,Warner Bros.,165493908,115493908,312933935.0362374,218388480.51828697,39974373.913043484,390500000,340500000,738399999.7851927,643854545.2672423,94323671.49758455,50000000,94545454.51795042
Rumble in the Bronx,1996,New Line,32281907,24781907,53010289.38724168,40694499.91407602,7303598.868778281,36238752,28738752,59507845.38696809,47192055.913802445,8198812.669683258,7500000,12315789.473165652
Rob Roy,1995,MGM,31390587,3390587,52939800.7737998,5718179.1562622115,7216226.8965517245,31390587,3390587,52939800.7737998,5718179.1562622115,7216226.8965517245,28000000,47221621.61753759
Raging Bull,1980,MGM,23380203,5380203,72946233.24912173,16786233.334484924,8691525.27881041,23380203,5380203,72946233.24912173,16786233.334484924,8691525.27881041,18000000,56159999.9146368
Richard III,1995,MGM,2684904,-6515096,4528054.313121898,-10987621.361211881,617219.3103448276,4204857,-4995143,7091434.507494794,-8424241.166838983,966633.7931034483,9200000,15515675.67433378
Raising Cain,1992,Universal,21171695,10171695,38856287.284974985,18668051.995607514,5101613.253012048,21171695,10171695,38856287.284974985,18668051.995607514,5101613.253012048,11000000,20188235.28936747
RoboCop,1987,Orion Pictures,53424681,40424681,120786235.38837305,91394931.02010083,13663601.278772378,53424681,40424681,120786235.38837305,91394931.02010083,13663601.278772378,13000000,29391304.368272215
RoboCop 3,1993,Orion Pictures,10696210,-11303790,19069814.396512948,-20153042.739172015,2540667.458432304,10696210,-11303790,19069814.396512948,-20153042.739172015,2540667.458432304,22000000,39222857.13568497
Ri¢hie Ri¢h,1994,Warner Bros.,38087756,-1912244,66018777.05786416,-3314556.2662247256,9025534.597156398,38087756,-1912244,66018777.05786416,-3314556.2662247256,9025534.597156398,40000000,69333333.32408889
Radio Days,1987,Orion Pictures,14792779,-1207221,33444543.84935273,-2729369.219289996,3783319.4373401534,14792779,-1207221,33444543.84935273,-2729369.219289996,3783319.4373401534,16000000,36173913.06864272
Radio Flyer,1992,Sony Pictures,4651977,-30348023,8537746.021520529,-55697548.08101234,1120958.313253012,4651977,-30348023,8537746.021520529,-55697548.08101234,1120958.313253012,35000000,64235294.10253286
Reservoir Dogs,1992,Miramax,2832029,1632029,5197606.163482916,2995253.222824646,682416.626506024,2832029,1632029,5197606.163482916,2995253.222824646,682416.626506024,1200000,2202352.94065827
Raiders of the Lost Ark,1981,Paramount Pictures,245034358,225034358,695006541.8316282,638279269.174491,88141855.39568345,386800358,366800358,1097106468.6072137,1040379195.9500766,139136819.42446044,20000000,56727272.657137185
Reds,1981,Paramount Pictures,50000000,16500000,141818181.64284298,46799999.94213818,17985611.51079137,50000000,16500000,141818181.64284298,46799999.94213818,17985611.51079137,33500000,95018181.70070478
Le Violon rouge,1999,Lionsgate,10019109,19109,15475059.455963405,29514.891108980322,1980061.067193676,10019109,19109,15475059.455963405,29514.891108980322,1980061.067193676,10000000,15445544.564854424
Red Sonja,1985,MGM,6905861,-10994139,16447546.804138154,-26184514.251546714,1945312.957746479,6905861,-10994139,16447546.804138154,-26184514.251546714,1945312.957746479,17900000,42632061.055684865
Star Wars Ep. VI: Return of the Jedi,1983,20th Century Fox,309205079,276705079,797289128.9533207,713487476.099543,98160342.53968254,572700000,540200000,1476714048.9033391,1392912396.0495613,181809523.80952382,32500000,83801652.85377775
The Return,2004,Kino International,501752,-14498248,683609.7117665114,-19753071.51022697,80797.423510467,2658490,-12341510,3622047.510790496,-16814633.711202983,428098.22866344603,15000000,20436681.22199348
The Right Stuff,1983,Warner Bros.,21500000,-5500000,55438016.50326836,-14181818.175254697,6825396.825396826,21500000,-5500000,55438016.50326836,-14181818.175254697,6825396.825396826,27000000,69619834.67852305
Road House,1989,United Artists,30050028,20050028,62504058.20999805,41704058.21998205,7365202.94117647,30050028,20050028,62504058.20999805,41704058.21998205,7365202.94117647,10000000,20799999.990016
Romeo Is Bleeding,1994,Gramercy,3275585,-6724415,5677680.665909642,-11655652.66511258,776204.9763033176,3275585,-6724415,5677680.665909642,-11655652.66511258,776204.9763033176,10000000,17333333.33102222
Return of the Living Dead Part II,1988,Lorimar Motion Pictures,9205924,3005924,19946168.6467205,6512835.326820498,2307249.1228070175,9205924,3005924,19946168.6467205,6512835.326820498,2307249.1228070175,6200000,13433333.3199
Renaissance Man,1994,Walt Disney Pictures,24172899,-15827101,41899691.59441338,-27433641.729675513,5728175.118483413,24172899,-15827101,41899691.59441338,-27433641.729675513,5728175.118483413,40000000,69333333.32408889
Rambo: First Blood Part II,1985,Sony/TriStar,150415432,106415432,358241334.119621,253447441.0218481,42370544.225352116,300400000,256400000,715456488.3311583,610662595.2333854,84619718.30985916,44000000,104793893.09777287
Rambo III,1988,Sony/TriStar,53715611,-4284389,116383823.71694951,-9282842.824050492,13462559.147869673,188715611,130715611,408883823.4244495,283217156.8834495,47297145.614035085,58000000,125666666.54100001
Romeo+Juliet,1996,20th Century Fox,46338728,31838728,76093069.13363819,52282542.81885126,10483875.113122173,147542381,133042381,242280120.3687461,218469594.0539592,33380629.185520362,14500000,23810526.314786926
Rain Man,1988,MGM,172825435,147825435,374455108.7922116,320288442.1797116,43314645.36340852,412800000,387800000,894399999.1056,840233332.4931,103458646.61654134,25000000,54166666.612500004
The Rock,1996,Walt Disney Pictures,134069511,59069511,220156249.63283554,96998354.90117902,30332468.5520362,336069511,261069511,551861512.7767638,428703618.04510725,76033826.01809955,75000000,123157894.73165652
The Remains of the Day,1993,Sony/Columbia,22954968,7954968,40925428.65537364,14182571.517406616,5452486.460807601,63954968,48954968,114022571.49915016,87279714.36118314,15191203.80047506,15000000,26742857.13796702
Repo Man,1984,Universal,2300000,800000,5695238.0930684805,1980952.3801977325,684523.8095238096,2300000,800000,5695238.0930684805,1980952.3801977325,684523.8095238096,1500000,3714285.7128707482
Rocket Singh: Salesman of the Year,2009,Yash Raj Films,164649,-905351,197578.80007903153,-1086421.2004345686,21953.2,5348767,4278767,6418520.402567408,5134520.402053808,713168.9333333333,1070000,1284000.0005136
